FeatureID	abundance
GB_GCA_014361425.1	69
GB_GCA_004028775.1	67
GB_GCA_011373925.1	38
GB_GCA_014361455.1	32
GB_GCA_003649085.1	79
GB_GCA_011366965.1	6
GB_GCA_011362245.1	55
GB_GCA_003649145.1	24
GB_GCA_003649155.1	94
GB_GCA_003650625.1	2
GB_GCA_003649185.1	18
GB_GCA_011043115.1	74
GB_GCA_011372955.1	91
GB_GCA_011380245.1	66
GB_GCA_011367155.1	51
GB_GCA_011370515.1	58
GB_GCA_011605825.1	95
GB_GCA_011358815.1	40
RS_GCF_000019605.1	30
RS_GCF_003948265.1	71
GB_GCA_003344655.1	17
GB_GCA_011056255.1	98
RS_GCF_003947435.1	48
GB_GCA_004347975.1	82
GB_GCA_004212055.1	69
GB_GCA_011042755.1	32
GB_GCA_003661445.1	33
GB_GCA_003661385.1	29
GB_GCA_003661265.1	87
GB_GCA_003661365.1	55
GB_GCA_011041895.1	6
GB_GCA_011366955.1	71
GB_GCA_011363915.1	60
GB_GCA_011605725.1	23
GB_GCA_011389375.1	18
GB_GCA_011362045.1	9
GB_GCA_002255045.1	97
GB_GCA_011042415.1	33
GB_GCA_011332645.1	50
GB_GCA_011371845.1	66
GB_GCA_011605715.1	7
GB_GCA_003661605.1	56
